start,duration,text,clean_text
2736.88,5.719,ones specific things is just something,onesspecificthingsisjustsomething
2740.119,4.281,somebody convinced people of there's two,somebodyconvincedpeopleoftherestwo
2742.599,5.041,there's a probably a split on this but,theresaprobablyasplitonthisbut
2744.4,6.48,I'm in the camp general ones make more,iminthecampgeneralonesmakemore
2747.64,4.64,sense so I would rather just say you're,sensesoiwouldratherjustsayyoure
2750.88,4.88,a,a
2752.28,4.96,helpful you know Booth attendant and it,helpfulyouknowboothattendantandit
2755.76,2.92,already knows everything about being a,alreadyknowseverythingaboutbeinga
2757.24,3.16,helpful Booth attendant is like instead,helpfulboothattendantislikeinstead
2758.68,3.879,of trying to I send you 1 million,oftryingtoisendyou1million
2760.4,3.8,interactions of a booth attendant to try,interactionsofaboothattendanttotry
2762.559,4.04,and get you to be a good like things,andgetyoutobeagoodlikethings
2764.2,4.28,that are so obvious um there might be,thataresoobviousumtheremightbe
2766.599,4.601,some weird things that are very specific,someweirdthingsthatareveryspecific
2768.48,4.839,that you want to do that with but it's,thatyouwanttodothatwithbutits
2771.2,5.76,it's getting pointless that the rate,itsgettingpointlessthattherate
2773.319,7.361,okay so we were here a year ago mhm um,okaysowewerehereayearagomhmum
2776.96,6.24,GPT 3.5 was the the one that I liked cuz,gpt3.5wasthetheonethatilikedcuz
2780.68,7.439,it was like the faster you know cheaper,itwaslikethefasteryouknowcheaper
2783.2,7.24,one and it was what did it have like,oneanditwaswhatdidithavelike
2788.119,6.121,it just announced switching from 4K to,itjustannouncedswitchingfrom4kto
2790.44,7.0,16k input context an output of 4K right,16kinputcontextanoutputof4kright
2794.24,7.16,so we one year forward now I have GPT 40,soweoneyearforwardnowihavegpt40
2797.44,6.76,"mini that does 128,000 tokens in and","minithatdoes128,000tokensinand"
2801.4,5.32,"4,000 out I could teach it the entire","4,000outicouldteachittheentire"
2804.2,5.6,history of civilization pretty soon in,historyofcivilizationprettysoonin
2806.72,4.8,my prompt if I really had to so like the,mypromptifireallyhadtosolikethe
2809.8,4.08,prompt doesn't work so well when you,promptdoesntworksowellwhenyou
2811.52,4.0,tell it everything like I'm I'm I'm,telliteverythinglikeimimim
2813.88,3.32,going to tell you I'm a mom going on,goingtotellyouimamomgoingon
2815.52,3.92,vacation so like okay I love left of,vacationsolikeokayiloveleftof
2817.2,4.159,lasagna in the fridge make put it in the,lasagnainthefridgemakeputitinthe
2819.44,3.84,oven when you're hungry and all these,ovenwhenyourehungryandallthese
2821.359,3.601,different things but instead you give it,differentthingsbutinsteadyougiveit
2823.28,4.44,a bunch of temporary knowledge that you,abunchoftemporaryknowledgethatyou
2824.96,3.96,just want it to react to so we can make,justwantittoreacttosowecanmake
2827.72,4.16,like,like
2828.92,6.159,spontaneous things where it learns it,spontaneousthingswhereitlearnsit
2831.88,5.36,all makes one decision and goes away,allmakesonedecisionandgoesaway
2835.079,3.52,again like and pretty soon so like why,againlikeandprettysoonsolikewhy
2837.24,3.4,are you going to custom train your model,areyougoingtocustomtrainyourmodel
2838.599,5.24,oh cuz I want to use less tokens well,ohcuziwanttouselesstokenswell
2840.64,5.32,they've already like 16x how many tokens,theyvealreadylike16xhowmanytokens
2843.839,4.881,you can have so pretty soon it will be,youcanhavesoprettysoonitwillbe
2845.96,5.76,irrelevant um so it makes more sense to,irrelevantumsoitmakesmoresenseto
2848.72,5.68,focus on being able,focusonbeingable
2851.72,4.359,to figure out how to use that to your,tofigureouthowtousethattoyour
2854.4,3.88,advantage to give it the information it,advantagetogiveittheinformationit
2856.079,4.401,needs in the context it's in and let it,needsinthecontextitsinandletit
2858.28,4.76,make decisions on it instead of trying,makedecisionsonitinsteadoftrying
2860.48,4.079,to spend a 100 years sending a million,tospenda100yearssendingamillion
2863.04,3.16,it doesn't mean you shouldn't save every,itdoesntmeanyoushouldntsaveevery
2864.559,3.401,bit of data you have ever seen because,bitofdatayouhaveeverseenbecause
2866.2,3.56,you're going to find some reason to run,youregoingtofindsomereasontorun
2867.96,3.159,you might run machine learning on it and,youmightrunmachinelearningonitand
2869.76,2.76,AI is going to use results of the,aiisgoingtouseresultsofthe
2871.119,2.881,machine learning because you know AI,machinelearningbecauseyouknowai
2872.52,3.2,isn't everything like there's lots of,isnteverythinglikethereslotsof
2874.0,4.839,cool tricks with intent and stuff where,cooltrickswithintentandstuffwhere
2875.72,4.92,you can take you know a thousand ways to,youcantakeyouknowathousandwaysto
2878.839,3.441,ask uh where the bathroom is or,askuhwherethebathroomisor
2880.64,3.36,something and just like roll them all up,somethingandjustlikerollthemallup
2882.28,3.16,and you'll be guaranteed to know that,andyoullbeguaranteedtoknowthat
2884.0,4.079,someone's asking you where the bathroom,someonesaskingyouwherethebathroom
2885.44,5.0,is you know with with that so those,isyouknowwithwiththatsothose
2888.079,4.76,things are still cool but like I think,thingsarestillcoolbutlikeithink
2890.44,5.08,it's a diminishing return to focus too,itsadiminishingreturntofocustoo
2892.839,3.801,much on like building exact model unless,muchonlikebuildingexactmodelunless
2895.52,2.44,it's because you're trying to make one,itsbecauseyouretryingtomakeone
2896.64,4.32,that's really little that it's going to,thatsreallylittlethatitsgoingto
2897.96,5.599,run somewhere with no resources then it,runsomewherewithnoresourcesthenit
2900.96,5.599,makes sense mhm I would just add that,makessensemhmiwouldjustaddthat
2903.559,5.721,the um architecture of the PCS that are,theumarchitectureofthepcsthatare
2906.559,5.28,coming out will facilitate an Enterprise,comingoutwillfacilitateanenterprise
2909.28,4.96,refresh that large corporations then,refreshthatlargecorporationsthen
2911.839,4.72,medium then small then your in your home,mediumthensmallthenyourinyourhome
2914.24,3.8,you'll have the ability at your house to,youllhavetheabilityatyourhouseto
2916.559,3.961,basically have your own small language,basicallyhaveyourownsmalllanguage
2918.04,4.84,model and certainly today behind the,modelandcertainlytodaybehindthe
2920.52,3.92,firewall you can do that now whether or,firewallyoucandothatnowwhetheror
2922.88,2.719,not you choose to be a Hermit and not,notyouchoosetobeahermitandnot
2924.44,2.96,connect to the rest of the world and,connecttotherestoftheworldand
2925.599,3.361,just have your own knowledge base your,justhaveyourownknowledgebaseyour
2927.4,3.6,own family history your own corporate,ownfamilyhistoryyourowncorporate
2928.96,4.44,culture how if you remember I don't know,culturehowifyourememberidontknow
2931.0,3.599,if any of you ever use Lotus Notes but I,ifanyofyoueveruselotusnotesbuti
2933.4,2.6,remember Lotus Notes cuz I was a,rememberlotusnotescuziwasa
2934.599,2.641,developer for Lotus Notes and I'll tell,developerforlotusnotesandilltell
2936.0,3.359,you one of the things I love loved about,youoneofthethingsilovelovedabout
2937.24,4.48,it was the ability to capture,itwastheabilitytocapture
2939.359,4.561,information about a product about a,informationaboutaproductabouta
2941.72,4.359,company about our culture about how to,companyaboutourcultureabouthowto
2943.92,4.28,answer certain questions and that I,answercertainquestionsandthati
2946.079,4.201,could equate to a in these days a small,couldequatetoainthesedaysasmall
2948.2,5.0,language model and being able to have,languagemodelandbeingabletohave
2950.28,4.799,that own that and protect that behind my,thatownthatandprotectthatbehindmy
2953.2,4.44,firewall so that every employee works on,firewallsothateveryemployeeworkson
2955.079,5.04,our team knows knows those things that's,ourteamknowsknowsthosethingsthats
2957.64,4.56,valuable but in terms of deploying,valuablebutintermsofdeploying
2960.119,4.321,information yeah I actually think that,informationyeahiactuallythinkthat
2962.2,3.48,for some people it comes to culture some,forsomepeopleitcomestoculturesome
2964.44,3.119,people are going to want to have access,peoplearegoingtowanttohaveaccess
2965.68,3.919,to everything behind the firor,toeverythingbehindthefiror
2967.559,3.76,they can afford it many others will do,theycanafforditmanyotherswilldo
2969.599,3.681,it um on the public internet and that's,itumonthepublicinternetandthats
2971.319,3.641,really just goes to the type of company,reallyjustgoestothetypeofcompany
2973.28,3.36,you're in the industry you're in and,youreintheindustryyoureinand
2974.96,3.48,what's evolving and frankly what you,whatsevolvingandfranklywhatyou
2976.64,3.36,need to touch and what you need to,needtotouchandwhatyouneedto
2978.44,2.919,connect to and how secure you are,connecttoandhowsecureyouare
2980.0,3.48,because you know there's a lot of,becauseyouknowtheresalotof
2981.359,4.641,security concerns up and down right and,securityconcernsupanddownrightand
2983.48,4.28,and you would need to protect so I I,andyouwouldneedtoprotectsoii
2986.0,4.2,think the answer is both depending upon,thinktheanswerisbothdependingupon
2987.76,6.44,the situation but I do think that there,thesituationbutidothinkthatthere
2990.2,6.68,is a an opportunity to go small and a,isaanopportunitytogosmallanda
2994.2,5.08,year from now God knows how big GPT can,yearfromnowgodknowshowbiggptcan
2996.88,5.28,go and so you you what you'll start to,goandsoyouyouwhatyoullstartto
2999.28,5.079,find is rather than the hype of AI,findisratherthanthehypeofai
3002.16,4.6,happening you're going to start finding,happeningyouregoingtostartfinding
3004.359,4.76,real applications that never before,realapplicationsthatneverbefore
3006.76,3.72,practical or possible finally starting,practicalorpossiblefinallystarting
3009.119,3.601,to happen if you want to see the impact,tohappenifyouwanttoseetheimpact
3010.48,4.56,of chat GPT look into the physical,ofchatgptlookintothephysical
3012.72,4.0,sciences you'd be amazed if you look in,sciencesyoudbeamazedifyoulookin
3015.04,3.44,the science side how many things how,thesciencesidehowmanythingshow
3016.72,3.399,many things have been discovered in the,manythingshavebeendiscoveredinthe
3018.48,3.8,past 18 months you want to find a cure,past18monthsyouwanttofindacure
3020.119,4.601,for cancer they're finding cures for,forcancertheyrefindingcuresfor
3022.28,4.839,different cancers already and there's,differentcancersalreadyandtheres
3024.72,4.8,lots of places in science that have,lotsofplacesinsciencethathave
3027.119,4.72,benefited tremendously almost,benefitedtremendouslyalmost
3029.52,5.319,accidentally through our quest to drive,accidentallythroughourquesttodrive
3031.839,4.881,AI so I I don't say disconnect I say,aisoiidontsaydisconnectisay
3034.839,3.96,let's see what happens but the the,letsseewhathappensbutthethe
3036.72,4.16,killer apps those use cases they'll,killerappsthoseusecasestheyll
3038.799,3.56,present themselves as we fight it out to,presentthemselvesaswefightitoutto
3040.88,4.08,figure out the value on The Voice side,figureoutthevalueonthevoiceside
3042.359,4.72,it's great I think I I'm super bullish,itsgreatithinkiimsuperbullish
3044.96,3.48,on it I'm curious we only have another,onitimcuriousweonlyhaveanother
3047.079,4.401,couple minutes here are there any,coupleminutesherearethereany
3048.44,3.04,questions people have,questionspeoplehave
3051.52,4.799,yeah over here cat,yeahoverherecat
3059.0,6.559,with AI uh in the telephony,withaiuhinthetelephony
3062.599,5.161,space with speech to Texs they can if,spacewithspeechtotexstheycanif
3065.559,3.961,they record me talking for you know a,theyrecordmetalkingforyouknowa
3067.76,4.28,couple minutes they can make a bot that,coupleminutestheycanmakeabotthat
3069.52,5.079,sounds like me which means that you're,soundslikemewhichmeansthatyoure
3072.04,4.279,going to have an increase of Bad actors,goingtohaveanincreaseofbadactors
3074.599,3.921,that are calling my grandmother saying,thatarecallingmygrandmothersaying
3076.319,4.28,that I'm in a hospital or I'm in jail,thatiminahospitaloriminjail
3078.52,3.799,and they need to bail me out we're,andtheyneedtobailmeoutwere
3080.599,3.48,seeing increased number of fishing,seeingincreasednumberoffishing
3082.319,5.201,attempts I'm a cyber security guy so,attemptsimacybersecurityguyso
3084.079,6.04,here's where my brain's at um we need a,hereswheremybrainsatumweneeda
3087.52,4.88,way to authenticate people and who they,waytoauthenticatepeopleandwhothey
3090.119,4.881,are and to know whether you're talking,areandtoknowwhetheryouretalking
3092.4,3.76,to a real person or you're talking to a,toarealpersonoryouretalkingtoa
3095.0,6.04,bot,bot
3096.16,8.48,MH how does free switch how do H how do,mhhowdoesfreeswitchhowdohhowdo
3101.04,6.6,we do this in telepan correctly,wedothisintelepancorrectly
3104.64,4.199,mhm well as a this is a very common,mhmwellasathisisaverycommon
3107.64,3.52,question too so I'm sure we have some,questiontoosoimsurewehavesome
3108.839,5.24,great answers so here we go again sorry,greatanswerssoherewegoagainsorry
3111.16,5.199,on the on the Voice uh as so as someone,ontheonthevoiceuhassoassomeone
3114.079,6.0,who you know I I got a stark reminder,whoyouknowiigotastarkreminder
3116.359,7.161,that my mother is now 73 years old and,thatmymotherisnow73yearsoldand
3120.079,5.52,got taken by the old oh uh your bank is,gottakenbytheoldohuhyourbankis
3123.52,6.039,trying to steal from you um you know,tryingtostealfromyouumyouknow
3125.599,5.841,"ended up taking out $25,000 and $100","endeduptakingout25,000and100"
3129.559,5.121,bills and feeding it into Bitcoin ATM,billsandfeedingitintobitcoinatm
3131.44,5.52,machines around town um and one of the,machinesaroundtownumandoneofthe
3134.68,5.52,things that one of the like funny but,thingsthatoneofthelikefunnybut
3136.96,5.04,not funny it's I'm I'm laughing about it,notfunnyitsimimlaughingaboutit
3140.2,4.52,now I don't know I don't know if she is,nowidontknowidontknowifsheis
3142.0,4.64,but uh yeah anyway so um you know,butuhyeahanywaysoumyouknow
3144.72,3.44,something that occurred to me from this,somethingthatoccurredtomefromthis
3146.64,3.719,uh you know she was so freaked out by,uhyouknowshewassofreakedoutby
3148.16,4.72,this whole thing um you know finally got,thiswholethingumyouknowfinallygot
3150.359,4.601,her on the phone and it wasn't until I,heronthephoneanditwasntuntili
3152.88,4.28,essentially predicted every aspect of,essentiallypredictedeveryaspectof
3154.96,3.599,this scam and said Mom let me guess you,thisscamandsaidmomletmeguessyou
3157.16,3.08,got this email whatever else you thought,gotthisemailwhateverelseyouthought
3158.559,4.24,you were talking to Microsoft do to do,youweretalkingtomicrosoftdotodo
3160.24,4.839,something about Bitcoin only then did,somethingaboutbitcoinonlythendid
3162.799,4.081,she start to believe me that this was in,shestarttobelievemethatthiswasin
3165.079,3.28,fact a scam and not Agents from the,factascamandnotagentsfromthe
3166.88,5.36,Federal Trade Commission or whatever,federaltradecommissionorwhatever
3168.359,5.96,their crazy story was and the probably,theircrazystorywasandtheprobably
3172.24,3.96,the biggest kind of lesson learned from,thebiggestkindoflessonlearnedfrom
3174.319,3.52,this I'm reminded of uh kind of,thisimremindedofuhkindof
3176.2,3.96,something to the effect of like in the,somethingtotheeffectoflikeinthe
3177.839,4.201,'90s when I was growing up there was,90swheniwasgrowinguptherewas
3180.16,4.8,this whole campaign of like talk to your,thiswholecampaignofliketalktoyour
3182.04,6.039,kids about drugs remember that thing um,kidsaboutdrugsrememberthatthingum
3184.96,4.8,and I looked at this and I thought if I,andilookedatthisandithoughtifi
3188.079,4.04,you know if I talk to my mom every once,youknowifitalktomymomeveryonce
3189.76,5.16,in a while about the scam of the day,inawhileaboutthescamoftheday
3192.119,5.48,basically um you know maybe this would,basicallyumyouknowmaybethiswould
3194.92,4.36,not have happened and so you know now,nothavehappenedandsoyouknownow
3197.599,3.24,I'm thinking okay maybe somewhere in my,imthinkingokaymaybesomewhereinmy
3199.28,4.039,spare time when I'm not at nuclear power,sparetimewhenimnotatnuclearpower
3200.839,4.201,plants or whatever um you know start a,plantsorwhateverumyouknowstarta
3203.319,4.28,start a campaign something to the effect,startacampaignsomethingtotheeffect
3205.04,4.24,of like you know we're,oflikeyouknowwere
3207.599,3.121,you know very knowledgeable in these,youknowveryknowledgeableinthese
3209.28,4.48,kinds of things and this this question,kindsofthingsandthisthisquestion
3210.72,5.839,articulates that very well um just a,articulatesthatverywellumjusta
3213.76,4.559,kind of a fundamental education aspect,kindofafundamentaleducationaspect
3216.559,5.8,here of you know certainly in my case,hereofyouknowcertainlyinmycase
3218.319,6.081,like talk to your now elderly parents so,liketalktoyournowelderlyparentsso
3222.359,3.681,societal awareness is kind of a part of,societalawarenessiskindofapartof
3224.4,2.8,it yes absolutely thank you that's,ityesabsolutelythankyouthats
3226.04,4.039,that's what I was getting at that's the,thatswhatiwasgettingatthatsthe
3227.2,6.0,point great yeah no it's great,pointgreatyeahnoitsgreat
3230.079,7.24,je on the technical,jeonthetechnical
3233.2,6.2,side so you have audio and and you have,sidesoyouhaveaudioandandyouhave
3237.319,5.961,video and which are images which are,videoandwhichareimageswhichare
3239.4,6.08,Digital Data um there are some things,digitaldataumtherearesomethings
3243.28,4.559,that I think that we would like to,thatithinkthatwewouldliketo
3245.48,3.96,implement as far as recordings and,implementasfarasrecordingsand
3247.839,4.0,whatnot where you put like digital,whatnotwhereyouputlikedigital
3249.44,5.2,watermarks into it um since you're,watermarksintoitumsinceyoure
3251.839,4.72,manipulating the bitstream you can kind,manipulatingthebitstreamyoucankind
3254.64,3.76,of put a secret pattern in there that no,ofputasecretpatternintherethatno
3256.559,3.841,one can you can't hear it in the audio,onecanyoucanthearitintheaudio
3258.4,4.24,but if you scan the file it would have,butifyouscanthefileitwouldhave
3260.4,3.88,like an entire you know edat Joe's,likeanentireyouknowedatjoes
3262.64,3.959,message could be encoded in there or,messagecouldbeencodedinthereor
3264.28,3.839,this was recorded done whatever date but,thiswasrecordeddonewhateverdatebut
3266.599,4.121,in is not for,inisnotfor
3268.119,5.081,reproduction um maybe someone could take,reproductionummaybesomeonecouldtake
3270.72,4.32,that recording and then like analog air,thatrecordingandthenlikeanalogair
3273.2,3.599,gap it back into another one and still,gapitbackintoanotheroneandstill
3275.04,3.88,be evil but like at least you could get,beevilbutlikeatleastyoucouldget
3276.799,3.121,it to where the files when they existed,ittowherethefileswhentheyexisted
3278.92,3.52,were,were
3279.92,3.36,authenticated um and that you would be,authenticatedumandthatyouwouldbe
3282.44,3.679,able,able
3283.28,4.76,to make sure that you're not just like,tomakesurethatyourenotjustlike
3286.119,5.161,helping the problem I would say like,helpingtheproblemiwouldsaylike
3288.04,5.64,every single security problem ever um we,everysinglesecurityproblemeverumwe
3291.28,4.6,do stuff to try and solve it and people,dostufftotryandsolveitandpeople
3293.68,5.48,try and use things that we do to abuse,tryandusethingsthatwedotoabuse
3295.88,5.919,it um going back to Aster's days like I,itumgoingbacktoastersdayslikei
3299.16,4.36,still recognize the D D sound when,stillrecognizetheddsoundwhen
3301.799,3.481,someone tries to call me who's like a,someonetriestocallmewhoslikea
3303.52,4.839,scammer and was like oh you're using,scammerandwaslikeohyoureusing
3305.28,4.72,asterisk that's the the the join noise,asteriskthatsthethethejoinnoise
3308.359,4.561,that's hardcoded into one of the header,thatshardcodedintooneoftheheader
3310.0,4.359,files that I know well um or you know,filesthatiknowwellumoryouknow
3312.92,3.32,you know they're using you hear the,youknowtheyreusingyouhearthe
3314.359,3.601,voices of the built-in sound files that,voicesofthebuiltinsoundfilesthat
3316.24,5.28,come with free switch and you you're,comewithfreeswitchandyouyoure
3317.96,6.599,like ah why did I help you do this you,likeahwhydidihelpyoudothisyou
3321.52,6.079,but so we we try and uh make up for that,butsowewetryanduhmakeupforthat
3324.559,5.441,by coming up with cool ways to invent,bycomingupwithcoolwaystoinvent
3327.599,5.681,you know secure ways to deal with things,youknowsecurewaystodealwiththings
3330.0,5.839,and I think that's kind of like a you,andithinkthatskindoflikeayou
3333.28,4.6,definitely can take any recording of,definitelycantakeanyrecordingof
3335.839,3.881,someone talking and clone it pretty well,someonetalkingandcloneitprettywell
3337.88,3.4,and all you got to do is promise that,andallyougottodoispromisethat
3339.72,3.599,it's you're allowed to and that no one,itsyoureallowedtoandthatnoone
3341.28,3.799,actually does anything if you do and you,actuallydoesanythingifyoudoandyou
3343.319,4.0,can get away with it the best they're,cangetawaywithitthebesttheyre
3345.079,5.641,starting to do now is kind of like the,startingtodonowiskindoflikethe
3347.319,5.121,stuff that you get with u Shazam kind of,stuffthatyougetwithushazamkindof
3350.72,4.119,Technology only for your voice so you,technologyonlyforyourvoicesoyou
3352.44,5.359,can tell like I know this is like Joe,cantelllikeiknowthisislikejoe
3354.839,4.72,Biden so I'm not going to let you do it,bidensoimnotgoingtoletyoudoit
3357.799,4.161,um good like even if it's sort of a,umgoodlikeevenifitssortofa
3359.559,5.161,thumb a fingerprint based on certain,thumbafingerprintbasedoncertain
3361.96,4.56,patterns um but we're going to get to,patternsumbutweregoingtogetto
3364.72,3.359,the point where it's gets interesting,thepointwhereitsgetsinteresting
3366.52,3.519,because there's so many voices that,becausetheressomanyvoicesthat
3368.079,4.121,sound the same already right there's,soundthesamealreadyrighttheres
3370.039,4.601,already people that do,alreadypeoplethatdo
3372.2,4.76,impersonations um so also on the risk,impersonationsumsoalsoontherisk
3374.64,4.36,that someone just impersonates,thatsomeonejustimpersonates
3376.96,3.44,themselves into the voice cloner and it,themselvesintothevoiceclonerandit
3379.0,4.079,comes out sounding the same as a real,comesoutsoundingthesameasareal
3380.4,5.6,one even more like the impersonation did,oneevenmoreliketheimpersonationdid
3383.079,5.24,um but voices are almost as unique as,umbutvoicesarealmostasuniqueas
3386.0,5.359,like art now because there have so many,likeartnowbecausetherehavesomany
3388.319,5.641,there's like 100 imaginary voices now,thereslike100imaginaryvoicesnow
3391.359,4.2,people just mix and match a few like,peoplejustmixandmatchafewlike
3393.96,3.119,pull some lever here and there and you,pullsomeleverhereandthereandyou
3395.559,3.321,get all these different combos which is,getallthesedifferentcomboswhichis
3397.079,5.28,the same thing that our genetics do with,thesamethingthatourgeneticsdowith
3398.88,5.479,their voice box so yeah it's like it's,theirvoiceboxsoyeahitslikeits
3402.359,6.081,going to be to the point we probably,goingtobetothepointweprobably
3404.359,7.041,will stop believing anybody anymore it,willstopbelievinganybodyanymoreit
3408.44,4.159,might be the only solution or we lying,mightbetheonlysolutionorwelying
3411.4,2.679,yeah everyone's lying all the time you,yeaheveryoneslyingallthetimeyou
3412.599,3.041,know I don't know if the technology will,knowidontknowifthetechnologywill
3414.079,3.52,stop the voice cloning because again if,stopthevoicecloningbecauseagainif
3415.64,4.719,you have bad intent you you'll do it,youhavebadintentyouyoulldoit
3417.599,5.161,anyway but there is a way to validate uh,anywaybutthereisawaytovalidateuh
3420.359,4.921,whether to a vcon is real or not there,whethertoavconisrealornotthere
3422.76,3.64,is already a process to validate that so,isalreadyaprocesstovalidatethatso
3425.28,2.64,if you're looking through an,ifyourelookingthroughan
3426.4,3.76,architecture to see whether or not a,architecturetoseewhetherornota
3427.92,5.08,conversation actually happened and was,conversationactuallyhappenedandwas
3430.16,5.159,properly formatted as a vcon that that's,properlyformattedasavconthatthats
3433.0,4.48,already been designed but in terms of to,alreadybeendesignedbutintermsofto
3435.319,6.0,stop the fraud and to stop the voice,stopthefraudandtostopthevoice
3437.48,5.44,cloning no that's I I'm not sure of,cloningnothatsiimnotsureof
3441.319,2.961,anything in place right now that will,anythinginplacerightnowthatwill
3442.92,2.52,prevent someone from doing something bad,preventsomeonefromdoingsomethingbad
3444.28,3.4,if they intentionally want to do,iftheyintentionallywanttodo
3445.44,7.08,something bad bad does happen hopefully,somethingbadbaddoeshappenhopefully
3447.68,4.84,we can track the bad and stop the bad,wecantrackthebadandstopthebad
3452.88,3.919,right okay well I think that's about all,rightokaywellithinkthatsaboutall
3454.96,3.24,the time we have for today everybody uh,thetimewehavefortodayeverybodyuh
3456.799,2.32,thank you guys so much for standing up,thankyouguyssomuchforstandingup
3458.2,2.599,here I really appreciate the,hereireallyappreciatethe
3459.119,3.601,conversation I hope that everybody took,conversationihopethateverybodytook
3460.799,3.681,something away from this and heard some,somethingawayfromthisandheardsome
3462.72,3.639,interesting tidbits maybe they can use,interestingtidbitsmaybetheycanuse
3464.48,3.16,or talk about later again I think,ortalkaboutlateragainithink
3466.359,2.521,everyone's going to be at the reception,everyonesgoingtobeatthereception
3467.64,3.199,tonight right every coming to the,tonightrighteverycomingtothe
3468.88,3.04,gigabit reception so if you have more,gigabitreceptionsoifyouhavemore
3470.839,2.921,questions we're going to talk further,questionsweregoingtotalkfurther
3471.92,3.199,about these things oneon-one I'm sure,aboutthesethingsoneononeimsure
3473.76,2.92,we'd all love to talk to you about it,wedalllovetotalktoyouaboutit
3475.119,5.641,again thank you all so much and,againthankyouallsomuchand
3476.68,4.08,everybody have a wonderful evening,everybodyhaveawonderfulevening
